Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Karyotype band	Chromosome/scaffold name	HGNC ID	HGNC symbol	UniProtKB/Swiss-Prot ID
ENSG00000283903	58730	65394	1		HG2046_PATCH	HGNC:3667	FGF11	
ENSG00000273167	23979700	24321031	1	q12.12	13			
ENSG00000205929	32790673	32813743	-1	q22.11	21	HGNC:1305	C21orf62	Q9NYP8
ENSG00000283903	58730	65394	1		HG2046_PATCH	HGNC:3667	FGF11	Q92914
ENSG00000205929	32790673	32813743	-1	q22.11	21	HGNC:1305	C21orf62	
ENSG00000283946	65518	78167	1		HG2046_PATCH	HGNC:1961	CHRNB1	P11230
ENSG00000283946	65518	78167	1		HG2046_PATCH	HGNC:1961	CHRNB1	
ENSG00000102753	49699320	49792682	-1	q14.2	13	HGNC:6396	KPNA3	O00505
ENSG00000102753	49699320	49792682	-1	q14.2	13	HGNC:6396	KPNA3	
ENSG00000283868	79823	104720	-1		HG2046_PATCH	HGNC:23847	ZBTB4	Q9P1Z0
ENSG00000284515	101789	103953	1		HG2046_PATCH	HGNC:31351	SLC35G6	P0C7Q6
ENSG00000165475	20403666	20525873	-1	q12.11	13	HGNC:18246	CRYL1	
ENSG00000284832	104823	135071	1		HG2046_PATCH	HGNC:9187	POLR2A	
ENSG00000165475	20403666	20525873	-1	q12.11	13	HGNC:18246	CRYL1	Q9Y2S2
ENSG00000102547	49308650	49444064	-1	q14.2	13	HGNC:20290	CAB39L	Q9H9S4
ENSG00000102547	49308650	49444064	-1	q14.2	13	HGNC:20290	CAB39L	
ENSG00000120675	43023203	43114213	1	q14.11	13	HGNC:20325	DNAJC15	Q9Y5T4
ENSG00000132975	26755200	26760786	-1	q12.13	13	HGNC:4466	GPR12	P47775
ENSG00000293604	32306	48880	1		HG2047_PATCH	HGNC:25896	ORAI1	
ENSG00000132970	26557683	26688948	1	q12.13	13	HGNC:12734	WASF3	
ENSG00000132970	26557683	26688948	1	q12.13	13	HGNC:12734	WASF3	Q9UPY6
ENSG00000291479	310221	311920	-1		HG2052_PATCH	HGNC:18069	NAT8	
ENSG00000291480	398602	406898	-1		HG2052_PATCH	HGNC:24259	TPRKB	
ENSG00000291483	431280	449630	-1		HG2052_PATCH	HGNC:3066	DUSP11	
ENSG00000291484	453681	486646	1		HG2052_PATCH	HGNC:34349	C2orf78	
ENSG00000291485	370074	370838	-1		HG2052_PATCH	HGNC:30235	NAT8B	
ENSG00000133110	37562583	37598844	-1	q13.3	13	HGNC:16953	POSTN	
ENSG00000133110	37562583	37598844	-1	q13.3	13	HGNC:16953	POSTN	Q15063
ENSG00000205726	33642400	33899861	1	q22.11	21	HGNC:6183	ITSN1	Q15811
ENSG00000205726	33642400	33899861	1	q22.11	21	HGNC:6183	ITSN1	
ENSG00000285312	182302	205681	-1		HG2057_PATCH	HGNC:20881	C6orf52	
ENSG00000285312	182302	205681	-1		HG2057_PATCH	HGNC:20881	C6orf52	Q5T4I8
ENSG00000102531	48975912	49209779	1	q14.2	13	HGNC:20296	FNDC3A	Q9Y2H6
ENSG00000102531	48975912	49209779	1	q14.2	13	HGNC:20296	FNDC3A	
ENSG00000285226	205856	220666	1		HG2057_PATCH	HGNC:20882	PAK1IP1	Q9NWT1
ENSG00000284936	233799	242013	1		HG2057_PATCH	HGNC:20952	TMEM14C	Q9P0S9
ENSG00000183722	39209116	39603528	-1	q14.11	13	HGNC:6586	LHFPL6	Q9Y693
ENSG00000285222	3107	140252	1		HG2057_PATCH	HGNC:4204	GCNT2	
ENSG00000285222	3107	140252	1		HG2057_PATCH	HGNC:4204	GCNT2	Q8N0V5
ENSG00000023516	42272152	42323261	1	q14.11	13	HGNC:369	AKAP11	Q9UKA4
ENSG00000204899	72708367	72727629	-1	q21.33	13	HGNC:33830	MZT1	Q08AG7
ENSG00000120685	39009865	39038089	-1	q13.3	13	HGNC:20291	PROSER1	Q86XN7
ENSG00000120685	39009865	39038089	-1	q13.3	13	HGNC:20291	PROSER1	
ENSG00000165837	45534522	45615739	-1	q14.13	13	HGNC:26523	ERICH6B	Q5W0A0
ENSG00000159261	36460621	36576569	-1	q22.13	21	HGNC:2035	CLDN14	O95500
ENSG00000241837	33903453	33915814	-1	q22.11	21	HGNC:850	ATP5PO	
ENSG00000083535	72782133	73016461	1	q21.33	13	HGNC:23352	PIBF1	Q8WXW3
ENSG00000083535	72782133	73016461	1	q21.33	13	HGNC:23352	PIBF1	
ENSG00000241837	33903453	33915814	-1	q22.11	21	HGNC:850	ATP5PO	P48047
ENSG00000136122	72727749	72756198	1	q21.33	13	HGNC:24724	BORA	Q6PGQ7
ENSG00000136122	72727749	72756198	1	q21.33	13	HGNC:24724	BORA	
ENSG00000154645	17901263	18267373	1	q21.1	21	HGNC:17807	CHODL	Q9H9P2
ENSG00000154645	17901263	18267373	1	q21.1	21	HGNC:17807	CHODL	
ENSG00000160307	46598604	46605208	-1	q22.3	21	HGNC:10500	S100B	P04271
ENSG00000150361	69700594	70108493	-1	q21.33	13	HGNC:6352	KLHL1	Q9NR64
ENSG00000160307	46598604	46605208	-1	q22.3	21	HGNC:10500	S100B	
ENSG00000150361	69700594	70108493	-1	q21.33	13	HGNC:6352	KLHL1	
ENSG00000156273	29194071	29630751	1	q21.3	21	HGNC:935	BACH1	
ENSG00000156273	29194071	29630751	1	q21.3	21	HGNC:935	BACH1	O14867
ENSG00000120690	40931924	41061440	-1	q14.11	13	HGNC:3316	ELF1	
ENSG00000281877	17379	62648	1		HG2058_PATCH	HGNC:10430	RPS6KA1	
ENSG00000120690	40931924	41061440	-1	q14.11	13	HGNC:3316	ELF1	P32519
ENSG00000281877	17379	62648	1		HG2058_PATCH	HGNC:10430	RPS6KA1	Q15418
ENSG00000136155	77535674	77645263	1	q22.3	13	HGNC:10573	SCEL	
ENSG00000157557	38805183	38824955	1	q22.2	21	HGNC:3489	ETS2	P15036
ENSG00000157557	38805183	38824955	1	q22.2	21	HGNC:3489	ETS2	
ENSG00000157551	38155549	38307357	1	q22.13	21	HGNC:6261	KCNJ15	
ENSG00000136155	77535674	77645263	1	q22.3	13	HGNC:10573	SCEL	O95171
ENSG00000157551	38155549	38307357	1	q22.13	21	HGNC:6261	KCNJ15	Q99712
ENSG00000150893	38687077	38887131	1	q13.3	13	HGNC:25396	FREM2	Q5SZK8
ENSG00000204918	57147488	57150509	1	q21.1	13	HGNC:37220	PRR20B	P86481
ENSG00000205758	33589341	33643926	-1	q22.11	21	HGNC:2420	CRYZL1	O95825
ENSG00000205758	33589341	33643926	-1	q22.11	21	HGNC:2420	CRYZL1	
ENSG00000136111	75283503	75482169	-1	q22.2	13	HGNC:19165	TBC1D4	
ENSG00000136111	75283503	75482169	-1	q22.2	13	HGNC:19165	TBC1D4	O60343
ENSG00000156239	28872191	28885371	-1	q21.3	21	HGNC:16021	N6AMT1	Q9Y5N5
ENSG00000227151	57160632	57163653	1	q21.1	13	HGNC:37222	PRR20D	P86480
ENSG00000136158	80335976	80341126	-1	q31.1	13	HGNC:11270	SPRY2	O43597
ENSG00000234278	57167197	57170218	1	q21.1	13	HGNC:37223	PRR20E	P86478
ENSG00000249209	33584687	33931607	-1	q22.11	21			
ENSG00000154736	26917922	26967088	-1	q21.3	21	HGNC:221	ADAMTS5	Q9UNA0
ENSG00000154736	26917922	26967088	-1	q21.3	21	HGNC:221	ADAMTS5	
ENSG00000120686	38349849	38363619	1	q13.3	13	HGNC:20597	UFM1	P61960
ENSG00000120686	38349849	38363619	1	q13.3	13	HGNC:20597	UFM1	
ENSG00000102554	73054976	73077541	1	q22.1	13	HGNC:6349	KLF5	Q13887
ENSG00000157617	41885112	41954018	-1	q22.3	21	HGNC:1266	C2CD2	
ENSG00000174015	45702320	45714559	1	q14.13	13	HGNC:30720	CBY2	Q8NA61
ENSG00000174015	45702320	45714559	1	q14.13	13	HGNC:30720	CBY2	
ENSG00000157617	41885112	41954018	-1	q22.3	21	HGNC:1266	C2CD2	Q9Y426
ENSG00000134882	99200774	99386504	1	q32.3	13	HGNC:20486	UBAC2	
ENSG00000134882	99200774	99386504	1	q32.3	13	HGNC:20486	UBAC2	Q8NBM4
ENSG00000173276	41986831	42010387	-1	q22.3	21	HGNC:13083	ZBTB21	Q9ULJ3
ENSG00000173276	41986831	42010387	-1	q22.3	21	HGNC:13083	ZBTB21	
ENSG00000159228	36069941	36073166	1	q22.12	21	HGNC:1548	CBR1	P16152
ENSG00000159228	36069941	36073166	1	q22.12	21	HGNC:1548	CBR1	
ENSG00000159231	36135079	36146562	1	q22.12	21	HGNC:1549	CBR3	O75828
ENSG00000133119	33818069	33966558	1	q13.2	13	HGNC:9971	RFC3	P40938
ENSG00000133119	33818069	33966558	1	q13.2	13	HGNC:9971	RFC3	
ENSG00000152192	78598362	78603552	-1	q31.1	13	HGNC:9218	POU4F1	Q01851
ENSG00000166979	32412006	32515397	1	q22.11	21	HGNC:13239	EVA1C	
ENSG00000166979	32412006	32515397	1	q22.11	21	HGNC:13239	EVA1C	P58658
ENSG00000158270	316737	500722	-1	p11.32	18	HGNC:16016	COLEC12	Q5KU26
ENSG00000159079	32592079	32612603	-1	q22.11	21	HGNC:1301	CFAP298	
ENSG00000182957	23979805	24307074	1	q12.12	13	HGNC:23222	SPATA13	Q96N96
ENSG00000159079	32592079	32612603	-1	q22.11	21	HGNC:1301	CFAP298	P57076
ENSG00000141401	11981025	12030877	1	p11.21	18	HGNC:6051	IMPA2	
ENSG00000182957	23979805	24307074	1	q12.12	13	HGNC:23222	SPATA13	
ENSG00000265590	32402511	32612865	-1	q22.11	21	HGNC:54636	CFAP298-TCP10L	
ENSG00000141401	11981025	12030877	1	p11.21	18	HGNC:6051	IMPA2	O14732
ENSG00000188811	39038306	39050109	1	q13.3	13	HGNC:33751	NHLRC3	
ENSG00000188811	39038306	39050109	1	q13.3	13	HGNC:33751	NHLRC3	Q5JS37
ENSG00000102837	53028813	53052057	1	q14.3	13	HGNC:17190	OLFM4	Q6UX06
ENSG00000242220	32497967	32587373	-1	q22.11	21	HGNC:11657	TCP10L	
ENSG00000168461	9708275	9862551	1	p11.22	18	HGNC:9771	RAB31	Q13636
ENSG00000204919	57140918	57143939	1	q21.1	13	HGNC:24754	PRR20A	P86496
ENSG00000168461	9708275	9862551	1	p11.22	18	HGNC:9771	RAB31	
ENSG00000242220	32497967	32587373	-1	q22.11	21	HGNC:11657	TCP10L	Q8TDR4
ENSG00000243627	34418715	34423951	-1	q22.12	21	HGNC:39601	SMIM34	A8MWV9
ENSG00000154640	17593653	17612945	-1	q21.1	21	HGNC:1132	BTG3	Q14201
ENSG00000154640	17593653	17612945	-1	q21.1	21	HGNC:1132	BTG3	
ENSG00000184900	44805617	44818779	-1	q22.3	21	HGNC:11124	SUMO3	
ENSG00000184900	44805617	44818779	-1	q22.3	21	HGNC:11124	SUMO3	P55854
ENSG00000065150	97953658	98024296	1	q32.2	13	HGNC:6402	IPO5	
ENSG00000154719	25585656	25607517	-1	q21.3	21	HGNC:14027	MRPL39	Q9NYK5
ENSG00000154719	25585656	25607517	-1	q21.3	21	HGNC:14027	MRPL39	
ENSG00000155307	14485228	14658821	-1	q11.2	21	HGNC:10528	SAMSN1	Q9NSI8
ENSG00000176105	721588	812546	-1	p11.32	18	HGNC:12841	YES1	
ENSG00000065150	97953658	98024296	1	q32.2	13	HGNC:6402	IPO5	O00410
ENSG00000176105	721588	812546	-1	p11.32	18	HGNC:12841	YES1	P07947
ENSG00000155307	14485228	14658821	-1	q11.2	21	HGNC:10528	SAMSN1	
ENSG00000285070	30718	130818	1		HG1815_PATCH	HGNC:24041	ADIPOR2	Q86V24
ENSG00000205670	34375480	34416961	1	q22.11	21	HGNC:1293	SMIM11	P58511
ENSG00000205670	34375480	34416961	1	q22.11	21	HGNC:1293	SMIM11	
ENSG00000197705	32672673	32773023	-1	q12.1	18	HGNC:29266	KLHL14	Q9P2G3
ENSG00000197705	32672673	32773023	-1	q12.1	18	HGNC:29266	KLHL14	
ENSG00000284765	352987	370707	1		HG1_PATCH	HGNC:20272	CARMIL3	Q8ND23
ENSG00000159263	36699115	36749917	1	q22.13	21	HGNC:10883	SIM2	Q14190
ENSG00000159263	36699115	36749917	1	q22.13	21	HGNC:10883	SIM2	
ENSG00000183145	37006150	37019662	1	q22.13	21	HGNC:3047	RIPPLY3	P57055
ENSG00000285221	371815	379078	1		HG1_PATCH	HGNC:2319	CPNE6	O95741
ENSG00000160208	43659560	43696079	1	q22.3	21	HGNC:23818	RRP1B	Q14684
ENSG00000285221	371815	379078	1		HG1_PATCH	HGNC:2319	CPNE6	
ENSG00000178127	9102630	9134345	1	p11.22	18	HGNC:7717	NDUFV2	
ENSG00000160209	43719094	43762307	1	q22.3	21	HGNC:8819	PDXK	
ENSG00000285493	381085	415992	-1		HG1_PATCH	HGNC:8002	NRL	P54845
ENSG00000178127	9102630	9134345	1	p11.22	18	HGNC:7717	NDUFV2	P19404
ENSG00000284953	134107	260810	-1		HG1815_PATCH	HGNC:20202	CACNA2D4	
ENSG00000285493	381085	415992	-1		HG1_PATCH	HGNC:8002	NRL	
ENSG00000160209	43719094	43762307	1	q22.3	21	HGNC:8819	PDXK	O00764
ENSG00000281894	80547	119527	1		HG2066_PATCH	HGNC:12955	ZKSCAN7	Q9P0L1
ENSG00000281894	80547	119527	1		HG2066_PATCH	HGNC:12955	ZKSCAN7	
ENSG00000280661	103577	125048	1		HG2066_PATCH	HGNC:26720	ZNF660	
ENSG00000280661	103577	125048	1		HG2066_PATCH	HGNC:26720	ZNF660	Q6AZW8
ENSG00000281709	110242	173825	1		HG2066_PATCH	HGNC:12988	ZNF197	
ENSG00000285241	395031	411576	1		HG1_PATCH	HGNC:8725	PCK2	
ENSG00000281709	110242	173825	1		HG2066_PATCH	HGNC:12988	ZNF197	O14709
ENSG00000285241	395031	411576	1		HG1_PATCH	HGNC:8725	PCK2	Q16822
ENSG00000139734	59665583	60163928	-1	q21.2	13	HGNC:15480	DIAPH3	Q9NSV4
ENSG00000281306	174086	186145	1		HG2066_PATCH	HGNC:13099	ZNF35	P13682
ENSG00000281306	174086	186145	1		HG2066_PATCH	HGNC:13099	ZNF35	
ENSG00000160214	43789513	43805293	1	q22.3	21	HGNC:18785	RRP1	
ENSG00000284796	415173	426220	1		HG1_PATCH	HGNC:20258	DCAF11	
ENSG00000281448	237993	249181	1		HG2066_PATCH	HGNC:23718	ZNF502	Q8TBZ5
ENSG00000281448	237993	249181	1		HG2066_PATCH	HGNC:23718	ZNF502	
ENSG00000118946	57631744	57729311	1	q21.1	13	HGNC:14267	PCDH17	O14917
ENSG00000281661	254946	262433	1		HG2066_PATCH	HGNC:23717	ZNF501	Q96CX3
ENSG00000118946	57631744	57729311	1	q21.1	13	HGNC:14267	PCDH17	
ENSG00000160214	43789513	43805293	1	q22.3	21	HGNC:18785	RRP1	P56182
ENSG00000281665	263011	286969	-1		HG2066_PATCH	HGNC:29198	KIAA1143	Q96AT1
ENSG00000280610	287071	398726	1		HG2066_PATCH	HGNC:17273	KIF15	
ENSG00000154889	11882622	11908366	-1	p11.21	18	HGNC:15988	MPPE1	Q53F39
ENSG00000154889	11882622	11908366	-1	p11.21	18	HGNC:15988	MPPE1	
ENSG00000120688	41061509	41084006	1	q14.11	13	HGNC:12739	WBP4	O75554
ENSG00000180440	36674020	36697839	1	q13.3	13	HGNC:33792	SERTM1	A2A2V5
ENSG00000284796	415173	426220	1		HG1_PATCH	HGNC:20258	DCAF11	Q8TEB1
ENSG00000284953	134107	260810	-1		HG1815_PATCH	HGNC:20202	CACNA2D4	Q7Z3S7
ENSG00000139514	29509414	29595688	-1	q12.3	13	HGNC:11057	SLC7A1	P30825
ENSG00000139514	29509414	29595688	-1	q12.3	13	HGNC:11057	SLC7A1	
ENSG00000160216	43865223	43987592	1	q22.3	21	HGNC:326	AGPAT3	Q9NRZ7
ENSG00000160216	43865223	43987592	1	q22.3	21	HGNC:326	AGPAT3	
ENSG00000280610	287071	398726	1		HG2066_PATCH	HGNC:17273	KIF15	Q9NS87
ENSG00000280516	387254	391020	1		HG2066_PATCH	HGNC:28444	TMEM42	Q69YG0
ENSG00000284818	421934	432807	1		HG1_PATCH			
ENSG00000285321	432253	433827	1		HG1_PATCH	HGNC:33714	FITM1	A5D6W6
ENSG00000101489	37243040	37565827	-1	q12.2	18	HGNC:14015	CELF4	
ENSG00000285383	162411	178897	1		HG1815_PATCH	HGNC:32443	LRTM2	Q8N967
ENSG00000281886	399958	440340	1		HG2066_PATCH	HGNC:11780	TGM4	P49221
ENSG00000281886	399958	440340	1		HG2066_PATCH	HGNC:11780	TGM4	
ENSG00000281626	17234	35971	-1		HG2066_PATCH	HGNC:27713	ZNF852	
ENSG00000285383	162411	178897	1		HG1815_PATCH	HGNC:32443	LRTM2	
ENSG00000284916	437141	439945	1		HG1_PATCH	HGNC:9568	PSME1	
ENSG00000088386	98683801	98752672	-1	q32.3	13	HGNC:10920	SLC15A1	P46059
ENSG00000160218	44012309	44106552	1	q22.3	21	HGNC:11868	TRAPPC10	P48553
ENSG00000284850	288197	346679	-1		HG1815_PATCH	HGNC:24451	DCP1B	Q8IZD4
ENSG00000284850	288197	346679	-1		HG1815_PATCH	HGNC:24451	DCP1B	
ENSG00000160218	44012309	44106552	1	q22.3	21	HGNC:11868	TRAPPC10	
ENSG00000150907	40555667	40666641	-1	q14.11	13	HGNC:3819	FOXO1	Q12778
ENSG00000241945	44107373	44131181	1	q22.3	21	HGNC:9711	PWP2	
ENSG00000284916	437141	439945	1		HG1_PATCH	HGNC:9568	PSME1	Q06323
ENSG00000101489	37243040	37565827	-1	q12.2	18	HGNC:14015	CELF4	Q9BZC1
ENSG00000241945	44107373	44131181	1	q22.3	21	HGNC:9711	PWP2	Q15269
ENSG00000285377	439937	442569	-1		HG1_PATCH	HGNC:20273	EMC9	
ENSG00000285377	439937	442569	-1		HG1_PATCH	HGNC:20273	EMC9	Q9Y3B6
ENSG00000136152	45464898	45536701	1	q14.13	13	HGNC:18619	COG3	Q96JB2
ENSG00000136152	45464898	45536701	1	q14.13	13	HGNC:18619	COG3	
ENSG00000231824	5142911	5197503	-1	p11.31	18	HGNC:28285	AKAIN1	
ENSG00000231824	5142911	5197503	-1	p11.31	18	HGNC:28285	AKAIN1	P0CW23
ENSG00000132874	45212995	45683688	1	q12.3	18	HGNC:10919	SLC14A2	Q15849
ENSG00000132874	45212995	45683688	1	q12.3	18	HGNC:10919	SLC14A2	
ENSG00000136141	46553168	46753040	1	q14.13	13	HGNC:20309	LRCH1	Q9Y2L9
ENSG00000284889	444340	448548	-1		HG1_PATCH	HGNC:9569	PSME2	
ENSG00000284889	444340	448548	-1		HG1_PATCH	HGNC:9569	PSME2	Q9UL46
ENSG00000136141	46553168	46753040	1	q14.13	13	HGNC:20309	LRCH1	
ENSG00000017797	9475009	9538114	1	p11.22	18	HGNC:9841	RALBP1	Q15311
ENSG00000017797	9475009	9538114	1	p11.22	18	HGNC:9841	RALBP1	
ENSG00000102543	49247925	49293485	1	q14.2	13	HGNC:20299	CDADC1	Q9BWV3
ENSG00000102543	49247925	49293485	1	q14.2	13	HGNC:20299	CDADC1	
ENSG00000285152	447661	461638	1		HG1_PATCH	HGNC:16031	RNF31	
ENSG00000157540	37365573	37526358	1	q22.13	21	HGNC:3091	DYRK1A	
ENSG00000157540	37365573	37526358	1	q22.13	21	HGNC:3091	DYRK1A	Q13627
ENSG00000285152	447661	461638	1		HG1_PATCH	HGNC:16031	RNF31	Q96EP0
ENSG00000141380	26016253	26091217	-1	q11.2	18	HGNC:11340	SS18	Q15532
ENSG00000141380	26016253	26091217	-1	q11.2	18	HGNC:11340	SS18	
ENSG00000083520	72752169	72782096	-1	q21.33	13	HGNC:20604	DIS3	Q9Y2L1
ENSG00000284845	448526	467430	1		HG1_PATCH			
ENSG00000291488	21954	396164	1		HG2069_PATCH	HGNC:6145	ITGA9	
ENSG00000083520	72752169	72782096	-1	q21.33	13	HGNC:20604	DIS3	
ENSG00000198445	16590751	16592810	-1	q11.1	22	HGNC:15553	CCT8L2	Q96SF2
ENSG00000285048	462243	467543	1		HG1_PATCH	HGNC:6131	IRF9	Q00978
ENSG00000285048	462243	467543	1		HG1_PATCH	HGNC:6131	IRF9	
ENSG00000133103	39655627	39791665	1	q14.11	13	HGNC:18621	COG6	Q9Y2V7
ENSG00000133103	39655627	39791665	1	q14.11	13	HGNC:18621	COG6	
ENSG00000285007	472831	481235	1		HG1_PATCH	HGNC:16879	REC8	O95072
ENSG00000285007	472831	481235	1		HG1_PATCH	HGNC:16879	REC8	
ENSG00000101745	9136228	9285985	1	p11.22	18	HGNC:29135	ANKRD12	
ENSG00000101745	9136228	9285985	1	p11.22	18	HGNC:29135	ANKRD12	Q6UB98
ENSG00000229665	57140918	57157082	1	q21.1	13	HGNC:37221	PRR20C	P86479
ENSG00000141956	41798225	41879482	-1	q22.3	21	HGNC:13999	PRDM15	
ENSG00000141956	41798225	41879482	-1	q22.3	21	HGNC:13999	PRDM15	P57071
ENSG00000184564	85792790	85806683	-1	q31.1	13	HGNC:23503	SLITRK6	Q9H5Y7
ENSG00000152242	46173553	46266992	1	q21.1	18	HGNC:28172	ARK2N	
ENSG00000152242	46173553	46266992	1	q21.1	18	HGNC:28172	ARK2N	Q96B23
ENSG00000184226	66302834	67230445	-1	q21.32	13	HGNC:8661	PCDH9	Q9HC56
ENSG00000184226	66302834	67230445	-1	q21.32	13	HGNC:8661	PCDH9	
ENSG00000099917	20495913	20587632	1	q11.21	22	HGNC:14248	MED15	
ENSG00000285248	481197	489847	-1		HG1_PATCH	HGNC:19426	IPO4	Q8TEX9
ENSG00000160199	42974510	43033931	1	q22.3	21	HGNC:9022	PKNOX1	
ENSG00000154839	50375040	50394168	1	q21.1	18	HGNC:28109	SKA1	Q96BD8
ENSG00000160199	42974510	43033931	1	q22.3	21	HGNC:9022	PKNOX1	P55347
ENSG00000154839	50375040	50394168	1	q21.1	18	HGNC:28109	SKA1	
ENSG00000141425	35984387	36067576	-1	q12.2	18	HGNC:25560	RPRD1A	
ENSG00000141425	35984387	36067576	-1	q12.2	18	HGNC:25560	RPRD1A	Q96P16
ENSG00000099917	20495913	20587632	1	q11.21	22	HGNC:14248	MED15	Q96RN5
ENSG00000285248	481197	489847	-1		HG1_PATCH	HGNC:19426	IPO4	
ENSG00000152214	42743227	43115691	-1	q12.3	18	HGNC:10017	RIT2	Q99578
ENSG00000152214	42743227	43115691	-1	q12.3	18	HGNC:10017	RIT2	
ENSG00000212710	22413599	22417915	-1	q11.2	18	HGNC:24346	CTAGE1	Q9HC47
ENSG00000212710	22413599	22417915	-1	q11.2	18	HGNC:24346	CTAGE1	Q96RT6
ENSG00000132950	19823482	19863649	-1	q12.11	13	HGNC:13029	ZMYM5	Q9UJ78
ENSG00000134489	24460637	24479961	1	q11.2	18	HGNC:17383	HRH4	Q9H3N8
ENSG00000182968	112067149	112071706	1	q34	13	HGNC:11189	SOX1	O00570
ENSG00000285125	481373	491394	-1		HG1_PATCH			
ENSG00000101773	22798261	23026488	1	q11.2	18	HGNC:9891	RBBP8	
ENSG00000285465	490127	496665	-1		HG1_PATCH	HGNC:11864	TM9SF1	
ENSG00000160200	43053191	43076943	-1	q22.3	21	HGNC:1550	CBS	P35520
ENSG00000285465	490127	496665	-1		HG1_PATCH	HGNC:11864	TM9SF1	O15321
ENSG00000160200	43053191	43076943	-1	q22.3	21	HGNC:1550	CBS	
ENSG00000285502	490135	514451	-1		HG1_PATCH			
ENSG00000099985	30262829	30266851	-1	q12.2	22	HGNC:8506	OSM	P13725
ENSG00000099985	30262829	30266851	-1	q12.2	22	HGNC:8506	OSM	
ENSG00000285140	506674	509340	1		HG1_PATCH	HGNC:19825	TSSK4	Q6SA08
ENSG00000285140	506674	509340	1		HG1_PATCH	HGNC:19825	TSSK4	
ENSG00000041515	108596152	109208005	1	q33.3	13	HGNC:29822	MYO16	Q9Y6X6
ENSG00000160202	43169008	43172805	1	q22.3	21	HGNC:2388	CRYAA	P02489
ENSG00000160202	43169008	43172805	1	q22.3	21	HGNC:2388	CRYAA	
ENSG00000041515	108596152	109208005	1	q33.3	13	HGNC:29822	MYO16	
ENSG00000285302	510561	514847	-1		HG1_PATCH	HGNC:20274	CHMP4A	Q9BY43
ENSG00000285302	510561	514847	-1		HG1_PATCH	HGNC:20274	CHMP4A	
ENSG00000176635	30080464	30177075	1	q12.2	22	HGNC:28383	HORMAD2	Q8N7B1
ENSG00000176635	30080464	30177075	1	q12.2	22	HGNC:28383	HORMAD2	
ENSG00000101773	22798261	23026488	1	q11.2	18	HGNC:9891	RBBP8	Q99708
ENSG00000185950	109752695	109786583	-1	q34	13	HGNC:6126	IRS2	Q9Y4H2
ENSG00000285200	514921	517048	-1		HG1_PATCH	HGNC:28781	MDP1	Q86V88
ENSG00000153498	112376355	112434689	1	q34	13	HGNC:29575	SPACA7	Q96KW9
ENSG00000153498	112376355	112434689	1	q34	13	HGNC:29575	SPACA7	
ENSG00000160201	43092956	43107570	-1	q22.3	21	HGNC:12453	U2AF1	Q01081
ENSG00000100365	36860988	36878017	1	q12.3	22	HGNC:7662	NCF4	
ENSG00000285425	514933	533330	-1		HG1_PATCH	HGNC:39551	NEDD8-MDP1	
ENSG00000285246	517835	533345	-1		HG1_PATCH	HGNC:7732	NEDD8	
ENSG00000285246	517835	533345	-1		HG1_PATCH	HGNC:7732	NEDD8	Q15843
ENSG00000168234	23992773	24135610	1	q11.2	18	HGNC:26595	TTC39C	Q8N584
ENSG00000100365	36860988	36878017	1	q12.3	22	HGNC:7662	NCF4	Q15080
ENSG00000168234	23992773	24135610	1	q11.2	18	HGNC:26595	TTC39C	
ENSG00000133115	38965925	38990859	-1	q13.3	13	HGNC:19420	STOML3	Q8TAV4
ENSG00000160201	43092956	43107570	-1	q22.3	21	HGNC:12453	U2AF1	
ENSG00000088448	110878540	110915069	-1	q34	13	HGNC:20265	ANKRD10	Q9NXR5
ENSG00000088448	110878540	110915069	-1	q34	13	HGNC:20265	ANKRD10	
ENSG00000141639	50560087	50731826	1	q21.1	18	HGNC:6878	MAPK4	P31152
ENSG00000141639	50560087	50731826	1	q21.1	18	HGNC:6878	MAPK4	
ENSG00000283068	29598	107366	-1		HG2072_PATCH	HGNC:17853	IBTK	Q9P2D0
ENSG00000141622	46326809	46463140	1	q21.1	18	HGNC:31696	ARK2C	
ENSG00000204442	107163510	107867496	-1	q33.3	13	HGNC:33877	NALF1	B1AL88
ENSG00000184497	113759226	113816995	1	q34	13	HGNC:28297	TMEM255B	
ENSG00000283068	29598	107366	-1		HG2072_PATCH	HGNC:17853	IBTK	
ENSG00000141622	46326809	46463140	1	q21.1	18	HGNC:31696	ARK2C	Q6ZSG1
ENSG00000184497	113759226	113816995	1	q34	13	HGNC:28297	TMEM255B	Q8WV15
ENSG00000177511	57352557	57371731	1	q21.31	18	HGNC:14269	ST8SIA3	O43173
ENSG00000177511	57352557	57371731	1	q21.31	18	HGNC:14269	ST8SIA3	
ENSG00000283085	233021	240643	1		HG2072_PATCH	HGNC:12004	TPBG	Q13641
ENSG00000185917	36034541	36079389	-1	q22.12	21	HGNC:1258	SETD4	Q9NVD3
ENSG00000176641	61808067	61894247	-1	q21.33	18	HGNC:26811	RNF152	Q8N8N0
ENSG00000176641	61808067	61894247	-1	q21.33	18	HGNC:26811	RNF152	
ENSG00000185917	36034541	36079389	-1	q22.12	21	HGNC:1258	SETD4	
ENSG00000166510	54901509	54959461	-1	q21.2	18	HGNC:24350	CCDC68	Q9H2F9
ENSG00000166510	54901509	54959461	-1	q21.2	18	HGNC:24350	CCDC68	
ENSG00000173638	45493572	45573365	-1	q22.3	21	HGNC:10937	SLC19A1	
